num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_return_max,env_runners/num_env_steps_sampled_lifetime,env_runners/weights_seq_no,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_len_min,env_runners/episode_len_mean,env_runners/num_episodes,env_runners/sample,env_runners/episode_return_mean,env_runners/episode_return_min,env_runners/env_reset_timer,env_runners/rlmodule_inference_timer,env_runners/num_episodes_lifetime,env_runners/num_env_steps_sampled,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/agent_episode_return_mean/default_agent,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled/default_agent,learners/default_policy/policy_loss,learners/default_policy/weights_seq_no,learners/default_policy/total_loss,learners/default_policy/vf_explained_var,learners/default_policy/mean_kl_loss,learners/default_policy/vf_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/entropy,learners/default_policy/vf_loss_unclipped,learners/default_policy/num_trainable_parameters,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/num_module_steps_trained,learners/default_policy/curr_kl_coeff,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch 
1,164252.0,False,41,b30df_00000,2026-02-27_17-03-08,1772229788,3.6278676986694336,157.02204585075378,28356,David_Laptop,127.0.0.1,157.02204585075378,41,3.9827837271677473,2.2259026099949362e-05,3.982267224226922,0.3614695992225426,3.615730563577999,0.0043986316411832385,351.7158947194872,-78.94781166315079,164252.0,40.0,0.00010590046204433092,351.7158947194872,52,156.75,22.0,0.3309524337741518,-107.10577097252012,-184.37653113901615,0.0005408499855548143,0.00016266043061525024,1436.0,4005.0,0.2040234959986992,393,1042.8920364277365,4,0,4,24.5,90.72,0.0006105279120322137,-107.10577097252012,164252.0,-107.10577097252012,0.00014783553951273312,164252.0,4005.0,4005.0,0.021405822,41.0,4.544242,-0.2941202,0.0048366506,9.070697,0.01,1.2516284,914.02594,136965,128.0,1665792,40448,0.0003906250058207661,1.0,0.0001,10608.296461041842,0,52797591,4061.469008552276,4007.36019919205,1277588,136965,1665792,40448,336160.99796539353,10608.005607152496,0.353627428906588,6.287562627284765e-05,3.822489859713274e-05,0.0003021046430699872,5.361102862273129e-05,7.083729973395398e-05,1.7928209192969498e-06,2.488233529810914e-06,4.3347294963737954e-05,1.7095356077849497e-06,1.2439263300512934e-05,2.9691641782825333e-05,0.05682227225326839,0.18634462582210276,0.09120338339852536,0.008176357561678765,6.447863551804047e-05,0.009157502024396542,0.0010256144629503376,1.142613948592428e-05
1,168256.0,False,42,b30df_00000,2026-02-27_17-03-12,1772229792,3.6954381465911865,160.71748399734497,28356,David_Laptop,127.0.0.1,160.71748399734497,42,3.979790718894032,2.2224437270474623e-05,3.979274399983104,0.3611311182303953,3.6130800769403586,0.004394850327068122,258.9028802083595,-78.53590582311153,168256.0,41.0,0.00010389657978945398,258.9028802083595,77,131.28,32.0,0.3307275189356115,-97.30318641349673,-227.6056191921234,0.0005408499855548143,0.0001571251848861055,1468.0,4004.0,0.15739996899850667,414,1046.3414814317093,4,0,4,22.716666666666665,90.78333333333335,0.0005613060362877995,-97.30318641349673,168256.0,-97.30318641349673,0.00014534232443056525,168256.0,4004.0,4004.0,0.029745378,42.0,4.7302356,-0.48706436,0.008125521,9.425844,0.01,1.2435232,1206.9469,136965,128.0,1706368,40576,0.0003906250058207661,1.0,0.0001,10624.31561090914,0,54082075,4061.3743184667533,4007.3265972001295,1284484,136965,1706368,40576,336651.27900054347,10624.05198654908,0.3530917896170022,6.211901099578971e-05,3.762713792037019e-05,0.00025976193271884287,5.1832785837876686e-05,6.83761224266387e-05,1.7661977252050195e-06,2.3898096469336455e-06,4.21365297649735e-05,1.7261868723044549e-06,1.2202582273737841e-05,2.8877026806486763e-05,0.056526081529928836,0.1862556165653224,0.09116835456374187,0.008160284986843932,6.417584943871036e-05,0.009069366003563294,0.0010202973175117607,1.1398877589372742e-05
1,172260.0,False,43,b30df_00000,2026-02-27_17-03-16,1772229796,3.5175259113311768,164.23500990867615,28356,David_Laptop,127.0.0.1,164.23500990867615,43,3.975008025704523,2.216919300523705e-05,3.9744927049847507,0.3609423880474136,3.608497741172352,0.004385321822789675,263.1129925118754,-78.9215159714222,172260.0,42.0,0.00010515509406770017,263.1129925118754,77,134.0,32.0,0.3305869094959961,-95.74648114979267,-158.38189429044724,0.0005408499855548143,0.0001626155505586313,1500.0,4004.0,0.16244133601197974,353,1047.7175242715102,4,0,4,21.94,90.8,0.000568842885686314,-95.74648114979267,172260.0,-95.74648114979267,0.00014766312791221844,172260.0,4004.0,4004.0,-0.035296146,43.0,4.889366,-0.5945256,0.007437916,9.874186,0.01,1.2433466,1134.5168,136965,128.0,1746944,40576,0.0003906250058207661,1.0,0.0001,10667.374509957564,0,55366559,4061.2805752820855,4007.293331228128,1284484,136965,1746944,40576,337998.1513929183,10667.125903686965,0.3514339317223582,6.303359086460017e-05,3.7936730972828644e-05,0.0002623237774249085,5.2888054028591455e-05,7.014993422836788e-05,1.8258880973564339e-06,2.4349121452247035e-06,4.288935278520006e-05,1.895167424838496e-06,1.2501436035170799e-05,2.9540502280663295e-05,0.05623652971504564,0.1850707284002406,0.09110044301920328,0.008144454137210067,6.384708983520003e-05,0.008981234344409542,0.001015105344075813,1.1376889514012404e-05
1,176263.0,False,44,b30df_00000,2026-02-27_17-03-19,1772229799,3.812671661376953,168.0476815700531,28356,David_Laptop,127.0.0.1,168.0476815700531,44,3.9733308874468944,2.2116501197880842e-05,3.972815943935206,0.3607100981659593,3.6070179707614876,0.004420711606089863,275.71674341219284,-77.89597357809544,176263.0,43.0,0.0001060989739072771,275.71674341219284,74,109.82,30.0,0.33040438690066914,-88.0133175382018,-124.28808744251728,0.0005408499855548143,0.00016125719146962237,1530.0,4003.0,0.13222567403689026,182,1052.0242613315968,4,0,4,24.32,90.75999999999999,0.0005678160652554118,-88.0133175382018,176263.0,-88.0133175382018,0.00014767123923231534,176263.0,4003.0,4003.0,-0.029886965,44.0,4.1330743,-0.32409787,0.007210996,8.350711,0.01,1.239702,851.99054,136965,128.0,1787520,40576,0.0003906250058207661,1.0,0.0001,10662.962349865715,0,56649775,4061.1477695292647,4007.250397915847,1283216,136965,1787520,40576,337823.959839042,10662.639248705127,0.35087529640591314,6.281066226934897e-05,3.7726612656292015e-05,0.00026163875862148574,5.259927187289032e-05,6.975782855851335e-05,1.767500612906391e-06,2.4177230729986616e-06,4.344365859803829e-05,1.706174889470316e-06,1.2680539061892025e-05,2.913457540833729e-05,0.05589733241754274,0.18504157611557107,0.09102589158909481,0.008126171594825165,6.37576172964388e-05,0.008894545999141752,0.0010096052899613136,1.1354122475944395e-05
1,180266.0,False,45,b30df_00000,2026-02-27_17-03-23,1772229803,3.6662752628326416,171.71395683288574,28356,David_Laptop,127.0.0.1,171.71395683288574,45,3.9701418115718656,2.202733719101516e-05,3.969627502494675,0.36045677918478547,3.604086987054866,0.004417136489756303,318.6081354914147,-78.05197131633759,180266.0,44.0,0.00010573816525974008,318.6081354914147,75,152.18,28.0,0.33020326428147306,-100.05307651400567,-187.90128028392792,0.0005408499855548143,0.00016218458412111766,1558.0,4003.0,0.18157207406125964,403,1051.5653043247705,4,0,4,21.919999999999998,90.52000000000001,0.0005653811893207665,-100.05307651400567,180266.0,-100.05307651400567,0.00014607778495796244,180266.0,4003.0,4003.0,0.03478823,45.0,4.5405364,-0.38379538,0.011607241,9.0366955,0.01,1.2604184,908.6374,136965,128.0,1828096,40576,0.0003906250058207661,1.0,0.0001,10679.244872409017,0,57932674,4061.0062918339718,4007.2078939366884,1282899,136965,1828096,40576,338306.91983794805,10679.03104272419,0.349268086442567,6.475333751458775e-05,3.78998573900466e-05,0.0002575261407770906,5.231726280795736e-05,6.955822268084429e-05,1.8070042276291521e-06,2.3853076158400107e-06,4.2469888978389806e-05,2.0930588746182633e-06,1.24470032930165e-05,2.867695385074042e-05,0.05561181809294895,0.1838884123527691,0.09096510367462404,0.008114265878462154,6.352404187142329e-05,0.008809912539387739,0.0010040922381984803,1.1329580764721642e-05
1,184272.0,False,46,b30df_00000,2026-02-27_17-03-27,1772229807,3.787203550338745,175.5011603832245,28356,David_Laptop,127.0.0.1,175.5011603832245,46,3.968248165457399,2.195306493082104e-05,3.9677338724703572,0.3602573493933178,3.6023902801835037,0.0044198931259608,274.28480234485056,-79.97845566272736,184272.0,45.0,0.00010545728367129955,274.28480234485056,83,147.99,26.0,0.33002503463827493,-98.9230517114699,-149.03566302359104,0.0005408499855548143,0.00016120210517889009,1584.0,4006.0,0.17895459497813135,335,1053.1792107705003,4,0,4,21.900000000000002,90.5,0.0005650376290622982,-98.9230517114699,184272.0,-98.9230517114699,0.0001469604380539613,184272.0,4006.0,4006.0,-0.11971286,46.0,4.1676664,-0.29393363,0.008339245,8.599914,0.01,1.2580653,961.0041,136965,128.0,1868672,40576,0.0003906250058207661,1.0,0.0001,10676.853589173257,0,59215573,4060.866228915632,4007.1958149973216,1282899,136965,1868672,40576,338198.37238691293,10676.651314538141,0.3477376295764123,6.299351799277793e-05,3.761212788409945e-05,0.00025922551826551197,5.30668239626771e-05,6.96683555162554e-05,1.783438790719613e-06,2.4289444975439744e-06,4.2496381669192596e-05,1.78356359412689e-06,1.314865224103179e-05,2.9163140048140055e-05,0.05528149991308191,0.18280424222974587,0.09095127563834239,0.008108017219522323,6.324380299170098e-05,0.008725147413769212,0.0009984153164498545,1.1296285566233895e-05
1,188277.0,False,47,b30df_00000,2026-02-27_17-03-31,1772229811,3.7999496459960938,179.30111002922058,28356,David_Laptop,127.0.0.1,179.30111002922058,47,3.9664624128027377,2.1885533110609387e-05,3.9659485337456464,0.36005098989933404,3.6008126213816603,0.004418291194257018,277.06860515727396,-78.95339904725552,188277.0,46.0,0.0001061726468503209,277.06860515727396,78,147.2,27.0,0.32984795579135684,-96.32677358955145,-134.61340096592903,0.0005408499855548143,0.00016111186817809324,1611.0,4005.0,0.17675254000118001,295,1053.1097948616361,4,0,4,25.759999999999998,91.12,0.0005656826393600049,-96.32677358955145,188277.0,-96.32677358955145,0.00014692898696615968,188277.0,4005.0,4005.0,0.05435512,47.0,4.4829974,-0.24398875,0.007886238,8.882728,0.01,1.2724193,1250.1459,136965,128.0,1909248,40576,0.0003906250058207661,1.0,0.0001,10674.38123200305,0,60498789,4060.7375666264757,4007.1738568473484,1283216,136965,1909248,40576,338093.05077326635,10674.189822641307,0.3463290252799775,6.262108565605238e-05,3.790207982507772e-05,0.0002620115890938249,5.231444689169037e-05,6.890937584733713e-05,1.7855979789372942e-06,2.458782995849399e-06,4.355699780664043e-05,1.7277484800198058e-06,1.2425929140830712e-05,2.8936840193324706e-05,0.054979583914044436,0.1817755318054353,0.09096833388372334,0.00810196904589438,6.314236318431385e-05,0.008640860940089581,0.000998387164589446,1.1277323426333933e-05
1,192282.0,False,48,b30df_00000,2026-02-27_17-03-35,1772229815,3.8256099224090576,183.12671995162964,28356,David_Laptop,127.0.0.1,183.12671995162964,48,3.96496611967287,2.1809677704222626e-05,3.9644519134066387,0.3609969380020549,3.5983649951684473,0.004422686282010584,306.4591939439238,-78.81161694228649,192282.0,47.0,0.0001048016050103354,306.4591939439238,75,146.15,27.0,0.3296609544832185,-95.66400990784169,-173.4502790272236,0.0005408499855548143,0.00016190593586997822,1638.0,4005.0,0.17370003800140693,393,1051.388854261655,4,0,4,19.266666666666662,91.15000000000002,0.0005708150879480787,-95.66400990784169,192282.0,-95.66400990784169,0.00014742030962291676,192282.0,4005.0,4005.0,-0.0050398614,48.0,4.5131464,-0.28998113,0.0074798926,9.061113,0.01,1.2373092,963.4896,136965,128.0,1949824,40576,0.0003906250058207661,1.0,0.0001,10668.596830571769,0,61781688,4060.6001909602105,4007.152118278875,1282899,136965,1949824,40576,337880.10095642635,10668.410032312308,0.34475501902651273,6.338557166189399e-05,3.816220529841726e-05,0.0002633428834410336,5.3537941459362976e-05,6.966660540801169e-05,1.7700523982716224e-06,2.422585205121417e-06,4.362820912198488e-05,1.7163534543146564e-06,1.2373477178052695e-05,2.9199099539627195e-05,0.05467013407496816,0.18063866148800095,0.09095090754613709,0.008085247353759473,6.290494022427466e-05,0.0085586233310166,0.0009927782924965167,1.1250548518610587e-05
1,196289.0,False,49,b30df_00000,2026-02-27_17-03-38,1772229818,3.560305118560791,186.68702507019043,28356,David_Laptop,127.0.0.1,186.68702507019043,49,3.960813647474993,2.1773579984711753e-05,3.960299494271091,0.3608602216206993,3.5943460132173457,0.004426101418744366,285.360592159753,-79.20545409619808,196289.0,48.0,0.00010638975702972663,285.360592159753,77,135.68,33.0,0.3295853581886814,-93.41218437150121,-171.0301970988512,0.0005408499855548143,0.00016590797248364908,1671.0,4007.0,0.16762930399971082,272,1052.3770230058972,4,0,4,23.9,91.38,0.0005728012771717269,-93.41218437150121,196289.0,-93.41218437150121,0.000148446978505647,196289.0,4007.0,4007.0,0.08175988,49.0,4.809434,-0.2621423,0.0078711985,9.480015,0.01,1.2336098,1111.3442,136965,128.0,1990400,40576,0.0003906250058207661,1.0,0.0001,10701.706365868138,0,63067440,4060.5541890506083,4007.1505970960866,1285752,136965,1990400,40576,338938.4222002103,10701.519494484493,0.34324010583623843,6.377524474629901e-05,3.875098498277795e-05,0.00026303248261267,5.313965248400834e-05,7.038099376316488e-05,1.8563257727857304e-06,2.484388207226374e-06,4.360950962939744e-05,1.7722361001919642e-06,1.2713191918387898e-05,2.948384299672457e-05,0.05439154473383078,0.17952824887338492,0.09093098947025291,0.008071363881421928,6.293889237798136e-05,0.008476363097420869,0.0009879555076981775,1.1223042516503199e-05
1,200294.0,False,50,b30df_00000,2026-02-27_17-03-42,1772229822,3.7762179374694824,190.4632430076599,28356,David_Laptop,127.0.0.1,190.4632430076599,50,3.958850701002174,2.1874845449734802e-05,3.958336526329415,0.36059048440431557,3.592662372084735,0.004417128403173618,304.3468480275712,-79.38878327608109,200294.0,49.0,0.00010382117080104484,304.3468480275712,81,141.62,27.0,0.3293711263568197,-94.75574123427272,-140.14164459705353,0.0005408499855548143,0.00015824711883845064,1698.0,4005.0,0.16904234300600365,261,1055.882108978721,4,0,4,24.479999999999997,91.35999999999999,0.0005612587825609114,-94.75574123427272,200294.0,-94.75574123427272,0.00014603970754211178,200294.0,4005.0,4005.0,0.06651133,50.0,4.7824955,-0.37716782,0.012413017,9.455796,0.01,1.1918638,994.63293,136965,128.0,2030976,40576,0.0003906250058207661,1.0,0.0001,10700.801641347725,0,64350656,4060.428647160102,4007.129091125126,1283216,136965,2030976,40576,338884.9445750064,10700.636068934904,0.3430037147784141,6.22602143465839e-05,3.822283125073464e-05,0.00025753519025183087,5.2215938813890134e-05,6.863647424719177e-05,1.8526823537757955e-06,2.7416613253515535e-06,4.260485821540659e-05,1.7607367376081215e-06,1.2274903976568456e-05,2.9126889091010414e-05,0.054239236284656676,0.17955428338450002,0.09093158257612494,0.008052943243126984,6.267650275626096e-05,0.008394801465216897,0.0009825349528137784,1.1204812807100544e-05
1,204299.0,False,51,b30df_00000,2026-02-27_17-03-46,1772229826,3.5894126892089844,194.0526556968689,28356,David_Laptop,127.0.0.1,194.0526556968689,51,3.9550786949916517,2.182609596139489e-05,3.9545641730645693,0.3604080735607259,3.5890659203629434,0.004423582119290893,293.16214319325337,-81.29209274053574,204299.0,50.0,0.00010692248775529827,293.16214319325337,88,129.92,27.0,0.3292621120932119,-92.35116829901933,-154.98429261147976,0.0005408499855548143,0.00016181153841262106,1725.0,4005.0,0.16002138799522073,316,1054.7965293985533,4,0,4,22.6,91.24,0.0005665213643758577,-92.35116829901933,204299.0,-92.35116829901933,0.00014785446532641282,204299.0,4005.0,4005.0,0.15016434,51.0,4.853937,-0.32427633,0.0082310075,9.432387,0.01,1.242515,1016.1919,136965,128.0,2071552,40576,0.0003906250058207661,1.0,0.0001,10717.14369990871,0,65633872,4060.304360688501,4007.1078002138747,1283216,136965,2071552,40576,339378.0570765403,10716.98119130297,0.34147318362863793,6.287959600136025e-05,3.8176613039898334e-05,0.00026011045538309194,5.307065864809375e-05,6.935174720538996e-05,1.8071543694281042e-06,2.6223020116074692e-06,4.280639494739401e-05,1.7639950423841032e-06,1.2727074339478055e-05,2.924214627579918e-05,0.054004485922071806,0.17844473055173,0.09085234274961991,0.008035504810306435,6.243073713736067e-05,0.008315807451034026,0.0009772676030679048,1.1179764177337245e-05
1,208303.0,False,52,b30df_00000,2026-02-27_17-03-49,1772229829,3.514841318130493,197.5674970149994,28356,David_Laptop,127.0.0.1,197.5674970149994,52,3.9505262590419843,2.176383386133547e-05,3.950012700332597,0.36012457082422994,3.584767552159147,0.004450907297010884,307.4284813270558,-82.5237163901329,208303.0,51.0,0.00010318036518266643,307.4284813270558,93,147.23,28.0,0.32903979172341286,-100.35259673848748,-226.61920523643494,0.0005408499855548143,0.00015634500932422624,1753.0,4004.0,0.17455002304632217,413,1057.6208715784041,4,0,4,22.816666666666666,91.3,0.0005592697524048936,-100.35259673848748,208303.0,-100.35259673848748,0.00014430504650865002,208303.0,4004.0,4004.0,0.04023598,52.0,4.5988755,-0.42911303,0.007402564,9.141921,0.01,1.2323703,1287.3915,136965,128.0,2112128,40576,0.0003906250058207661,1.0,0.0001,10756.038771304624,0,66917088,4060.1813170816163,4007.076722211736,1283216,136965,2112128,40576,340585.793713105,10755.889907948149,0.34001231679100136,6.237929672150486e-05,3.763517297133583e-05,0.00025558154601646973,5.247583590297292e-05,6.953709822854117e-05,1.7790305053109134e-06,2.408021158490165e-06,4.1893832281746194e-05,1.6861686223660963e-06,1.2172479325717053e-05,2.871349958938851e-05,0.053697060063449875,0.17743877124613622,0.09080920432132068,0.008022009763737596,6.208442955450978e-05,0.008235569375474941,0.0009722039268051253,1.1154966033871578e-05
1,212307.0,False,53,b30df_00000,2026-02-27_17-03-53,1772229833,3.6938085556030273,201.26130557060242,28356,David_Laptop,127.0.0.1,201.26130557060242,53,3.9478518504530196,2.169519549312841e-05,3.9473397093280265,0.35984763911560697,3.5823834216368047,0.004439987224854438,307.10469050089716,-82.29202608764172,212307.0,52.0,0.00010321064367812356,307.10469050089716,88,154.48,24.0,0.3288224570562277,-98.16209872096778,-201.3335286974907,0.0005408499855548143,0.00015640096789989902,1777.0,4004.0,0.1823829839960672,418,1061.3832224953785,4,0,4,23.619999999999997,91.34,0.0005588829347355398,-98.16209872096778,212307.0,-98.16209872096778,0.00014489010032884476,212307.0,4004.0,4004.0,0.17167318,53.0,4.542283,-0.5508002,0.011402001,8.76602,0.01,1.2404563,1247.3044,136965,128.0,2152576,40448,0.0003906250058207661,1.0,0.0001,10761.73949939705,0,68194992,4060.0195039108003,4007.0459549896186,1277904,136965,2152576,40448,340727.82232105674,10761.576097833742,0.33966229462204434,6.173396016334687e-05,3.8098319814078215e-05,0.00025691342797152085,5.1990511985142265e-05,6.890527234016636e-05,1.7572785891079466e-06,2.3737707510496026e-06,4.193486424823e-05,1.7051879669049376e-06,1.2343146341992683e-05,2.886114031943307e-05,0.053387860463752004,0.17755474953426384,0.09075373627676062,0.008009844666256384,6.20245860382358e-05,0.00815642568289488,0.0009667138871653198,1.1150416024130433e-05
1,216310.0,False,54,b30df_00000,2026-02-27_17-03-56,1772229836,3.497068166732788,204.7583737373352,28356,David_Laptop,127.0.0.1,204.7583737373352,54,3.9432055809482263,2.1677243889328088e-05,3.942692982235076,0.35968039572446114,3.5779121104199505,0.004432320354076459,273.120205287283,-78.39445768296719,216310.0,53.0,0.00010395477507808471,273.120205287283,76,165.34,29.0,0.3286522259864476,-102.02271456569433,-177.04387693107128,0.0005408499855548143,0.00015725696934463387,1806.0,4003.0,0.1969303609873168,396,1062.071880661114,4,0,4,20.720000000000002,91.38,0.0005632003656836563,-102.02271456569433,216310.0,-102.02271456569433,0.00014470785348904983,216310.0,4003.0,4003.0,0.023329286,54.0,4.7180157,-0.70181346,0.007703033,9.413311,0.01,1.1971685,1252.3943,136965,128.0,2193152,40576,0.0003906250058207661,1.0,0.0001,10801.25437836375,0,69478208,4059.899308871692,4007.0054954397224,1283216,136965,2193152,40576,341958.0596724345,10801.122909978467,0.33819905267682326,6.244200768943604e-05,3.7817015740942025e-05,0.00025874144586541826,5.2727270093739046e-05,6.93807240136541e-05,1.8088323503559912e-06,2.3950263641065426e-06,4.207503282574512e-05,1.6752695603830747e-06,1.2270431856235459e-05,2.8736481269649364e-05,0.05313502085820632,0.1764846770381888,0.09071388091321818,0.007998488219160375,6.190833935894522e-05,0.008077536426644095,0.0009617047488373802,1.1141911484028727e-05
1,220316.0,False,55,b30df_00000,2026-02-27_17-04-00,1772229840,3.6011598110198975,208.3595335483551,28356,David_Laptop,127.0.0.1,208.3595335483551,55,3.9396643701385563,2.160347137515414e-05,3.939153243412654,0.3594228847679705,3.5746404893169803,0.0044226151510355985,244.04969747328175,-78.62681744992733,220316.0,54.0,0.00010360480246078491,244.04969747328175,78,139.12,30.0,0.32846797172636716,-94.63616621673107,-122.1172060072422,0.0005408499855548143,0.0001587650736009071,1836.0,4006.0,0.16553016000194476,236,1066.1223748482166,4,0,4,24.419999999999998,91.44000000000001,0.0005641935211604236,-94.63616621673107,220316.0,-94.63616621673107,0.0001459980620705908,220316.0,4006.0,4006.0,-0.089013636,55.0,4.551102,-0.42321837,0.009396742,9.304126,0.01,1.1950748,1130.9006,136965,128.0,2233728,40576,0.0003906250058207661,1.0,0.0001,10821.714211901011,0,70762692,4059.820315782975,4006.995440485325,1284484,136965,2233728,40576,342604.2301154666,10821.591887687882,0.3366916241513765,6.209037032808787e-05,3.791574203036825e-05,0.0002601198626622272,5.221087336500431e-05,6.920140080409688e-05,1.8081398957912117e-06,2.4404330636261366e-06,4.201807128731045e-05,1.694535338450985e-06,1.3037493604893576e-05,2.8641876453929363e-05,0.05285672065096238,0.17541057526667173,0.09064610110301421,0.007984415338269374,6.182225653142107e-05,0.008012280060639195,0.0009568707016803785,1.1129491958870064e-05
1,224322.0,False,56,b30df_00000,2026-02-27_17-04-04,1772229844,3.6512811183929443,212.01081466674805,28356,David_Laptop,127.0.0.1,212.01081466674805,56,3.936645035439153,2.168443775875391e-05,3.9361317959790534,0.35916854391975467,3.571876173424099,0.004417812999367499,280.24380277831085,-81.56190736591816,224322.0,55.0,0.00010618716953362304,280.24380277831085,85,140.09,27.0,0.32833419075753023,-93.88594881951809,-119.0603494644165,0.0005408499855548143,0.000164579284371268,1863.0,4006.0,0.16919263198040427,211,1068.156028910094,4,0,4,21.080000000000002,91.44,0.0005714265610282962,-93.88594881951809,224322.0,-93.88594881951809,0.00015158028116796647,224322.0,4006.0,4006.0,-0.099388056,56.0,4.4234734,-0.2924205,0.0056378115,9.070341,0.01,1.2311641,1075.6748,136965,128.0,2274304,40576,0.0003906250058207661,1.0,0.0001,10833.886798067608,0,72045908,4059.702112625145,4006.9854860804717,1283216,136965,2274304,40576,342970.79602186166,10833.769594285832,0.3355906769101538,6.30012232741386e-05,3.829417115578308e-05,0.00026254736430951335,5.2843973911171065e-05,7.096203617547928e-05,1.8055543158363685e-06,2.475676561193513e-06,4.4839219004236115e-05,1.734382414527086e-06,1.2791413140379244e-05,2.9798771544786063e-05,0.05256849244562777,0.1747187825156079,0.09063020509199286,0.007966003184670643,6.179903500427076e-05,0.007935402260294617,0.0009516739953578496,1.1118195472424264e-05
1,228326.0,False,57,b30df_00000,2026-02-27_17-04-08,1772229848,3.927093505859375,215.93790817260742,28356,David_Laptop,127.0.0.1,215.93790817260742,57,3.936450391085866,2.1620593382030638e-05,3.9359361720180654,0.359113867480404,3.5717098626880786,0.004439363870445127,271.95314638295787,-81.36876383423805,228326.0,56.0,0.00010604428099451368,271.95314638295787,83,145.5,27.0,0.32818901660097655,-98.54986314982176,-146.98555977642536,0.0005408499855548143,0.00016349300689124825,1890.0,4004.0,0.17655734900152312,267,1068.9134183650451,4,0,4,20.633333333333336,91.33333333333333,0.0005758345057300194,-98.54986314982176,228326.0,-98.54986314982176,0.0001474286342876273,228326.0,4004.0,4004.0,-0.015260259,57.0,4.43847,-0.41407406,0.006991623,8.930956,0.01,1.1750604,970.8464,136965,128.0,2314880,40576,0.0003906250058207661,1.0,0.0001,10805.486607128374,0,73328807,4059.5750914988935,4006.955631219667,1282899,136965,2314880,40576,342050.3988095049,10805.304522602528,0.3352179691428079,6.336408985754008e-05,4.4936451797137284e-05,0.0002605231920240555,5.388725442890422e-05,6.997168736920623e-05,1.7969656072562215e-06,2.4604365052324703e-06,4.3062081684835005e-05,1.6994088248564778e-06,1.2400835360997736e-05,2.940040564354881e-05,0.05227667651964686,0.17476713069073338,0.0905850690395765,0.00795826515099321,6.15920466196316e-05,0.007866424237537235,0.0009466822537711039,1.1097011874697988e-05
