num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_min,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/sample,env_runners/env_step_timer,env_runners/episode_len_max,env_runners/episode_return_min,env_runners/episode_return_max,env_runners/num_env_steps_sampled,env_runners/episode_return_mean,env_runners/weights_seq_no,env_runners/num_env_steps_sampled_lifetime,env_runners/num_episodes_lifetime,env_runners/episode_len_mean,env_runners/rlmodule_inference_timer,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_in,env_runners/episode_duration_sec_mean,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/default_policy,env_runners/module_episode_return_mean/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/agent_episode_return_mean/default_agent,env_runners/num_agent_steps_sampled/default_agent,env_runners/num_agent_steps_sampled_lifetime/default_agent,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/weights_seq_no,learners/default_policy/module_train_batch_size_mean,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_explained_var,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/vf_loss_unclipped,learners/default_policy/policy_loss,learners/default_policy/entropy,learners/default_policy/curr_entropy_coeff,learners/default_policy/mean_kl_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/total_loss,learners/default_policy/curr_kl_coeff,learners/default_policy/vf_loss,learners/default_policy/num_trainable_parameters,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/get_actions,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad
1,44058.0,False,11,7fe6f_00000,2026-03-22_19-20-01,1774221601,4.391457796096802,49.13595795631409,8008,David_Laptop,127.0.0.1,49.13595795631409,11,4.893190318599609,2.391179030538505e-05,4.89281301451987,0.4292942887336347,4.456515810151575,0.0061966128132313536,54,0.0005547251785174012,230.96498738278981,0.38706219144486553,0.00012106105966594913,211,-135.24816048890352,-67.93677413463593,4005.0,-83.21204273998737,10.0,44058.0,486.0,95.87,0.00019700597930729266,43.0,230.96498738278981,0.13040530001744627,843.7518331515231,4,0,4,26.583333333333332,93.71666666666665,0.00016240986162614974,0.000725404577874011,4005.0,-83.21204273998737,44058.0,-83.21204273998737,4005.0,44058.0,4067.703399905531,14220006,447744,1292352,0,4005.0279870168647,40704,136965,292255.06655930897,9203.941586499795,447744,11.0,128.0,0.0001,-0.0028852224,1.0,1758.8801,-0.027240291,1.3630257,0.01,0.008218402,40704,4.669542,0.05000000074505806,9.420003,136965,9203.935655293088,0.4087402060523308,2.5092225996956783e-06,3.1659518487063406e-05,4.936782485640217e-05,1.3778155576165346e-05,1.8996361046646148e-06,1.9067862019727326e-06,4.016138477197921e-05,7.65295204700347e-05,7.381794246856005e-05,8.079031345484294e-05,0.00032360366123896023,0.1005743442237112,0.010487839706584769,0.22364056752672426,0.0008694842833525576,1.3715256443862038e-05,0.0007627434528316514,0.0712084325212807,8.963710943051186e-05
1,48065.0,False,12,7fe6f_00000,2026-03-22_19-20-08,1774221608,6.813525438308716,55.9494833946228,8008,David_Laptop,127.0.0.1,55.9494833946228,12,4.912177918416972,2.3867672723004188e-05,4.911783663373896,0.433559510844256,4.471189168049228,0.006223529685525034,45,0.0005547251785174012,212.1322794161137,0.3913356690309128,0.00024936584920982164,215,-169.06845766305923,-68.12113143503666,4007.0,-85.21072291068732,11.0,48065.0,527.0,102.05,0.00044900662234286095,41.0,212.1322794161137,0.3263012539502233,842.7528821396803,4,0,4,35.08,94.25999999999999,0.0003909707809513881,0.0013762378886421813,4007.0,-85.21072291068732,48065.0,-85.21072291068732,4007.0,48065.0,4067.6663659064757,15512358,488448,1292352,0,4005.047707146696,40704,136965,287088.2377268293,9041.2639432699,488448,12.0,128.0,0.0001,0.00894618,1.0,1570.5895,-0.0038816452,1.3646133,0.01,0.0039273854,40704,4.6447673,0.02500000037252903,9.324198,136965,9041.255733835804,0.4072558439940939,6.068570365853676e-06,7.440547126514051e-05,0.000121358179951953,3.341703822534945e-05,1.0073198227068694e-05,3.0489251064441413e-06,7.642141893147007e-05,0.00011614923183599811,0.00013889841457790704,0.00016916507662863848,0.0006699236805750085,0.10074357178176549,0.010484907310460019,0.22232714785037064,0.0008655504406828851,1.3680102327795305e-05,0.0007633000154277684,0.07088053419942507,8.933273818737394e-05
1,52074.0,False,13,7fe6f_00000,2026-03-22_19-20-15,1774221615,6.8603668212890625,62.809850215911865,8008,David_Laptop,127.0.0.1,62.809850215911865,13,4.931534745231482,2.3846995327427264e-05,4.931121284739528,0.4383848907347718,4.485679235367773,0.006242304388518686,44,0.0005547251785174012,228.26749762342095,0.3958801885912172,0.000291828207263247,207,-122.68824442476034,69.15790460817516,4009.0,-77.78330443650484,12.0,52074.0,566.0,105.95,0.0004715462676761554,39.0,228.26749762342095,0.32082912999205293,829.6713401539639,4,0,4,46.72222222222222,95.05555555555557,0.0003825997370414551,0.00155488006332879,4009.0,-77.78330443650484,52074.0,-77.78330443650484,4009.0,52074.0,4067.629702247411,16804710,529152,1292352,0,4005.0872300752294,40704,136965,282104.7433143685,8884.351194509487,529152,13.0,128.0,0.0001,-0.01077497,1.0,1348.516,0.15382981,1.36732,0.01,0.007111145,40704,4.7504516,0.02500000037252903,9.220236,136965,8884.346216344566,0.40663372855375435,4.1276015551892355e-06,8.222726629109891e-05,0.00011063368101086975,3.351455076511545e-05,6.400830181806101e-06,3.388619647431985e-06,8.893985590444333e-05,0.00014248102060114744,0.00017145912272716206,0.0001870238863328317,0.0007698022352657429,0.10117074906454937,0.010573536236774391,0.22141213837545262,0.0008618749369433302,1.3827298810420595e-05,0.0007667360169034393,0.0706617388563335,8.955540999004905e-05
1,56079.0,False,14,7fe6f_00000,2026-03-22_19-20-22,1774221622,7.087203741073608,69.89705395698547,8008,David_Laptop,127.0.0.1,69.89705395698547,14,4.952904089777343,2.3802524523058268e-05,4.952485575890196,0.44319563482858115,4.502244846012527,0.006230453347871402,47,0.0005547251785174012,182.41312322267495,0.4006327329546339,0.0003155260998468968,140,-110.78486494719982,-66.67620661109686,4005.0,-77.7837467314303,13.0,56079.0,613.0,83.81,0.0004657891217510211,47.0,182.41312322267495,0.29527769205160437,817.2465563298312,4,0,4,29.420000000000005,88.82999999999998,0.0003645661154783802,0.0015909598649062925,4005.0,-77.7837467314303,56079.0,-77.7837467314303,4005.0,56079.0,4067.6334052249367,18098334,569856,1293624,0,4005.086357774477,40704,136965,277092.19110987295,8726.236081914205,569856,14.0,128.0,0.0001,-0.020838141,1.0,1766.406,0.0091299405,1.3627555,0.01,0.0062364507,40704,4.677511,0.02500000037252903,9.363706,136965,8726.231827223266,0.4078882982658751,4.089275068312622e-06,7.505513638466371e-05,0.00010405952758652288,3.8260954426585294e-05,4.858634284758742e-06,7.820562656421391e-06,8.908012510690984e-05,0.00013833312377950277,0.00016963568280385551,0.00018240931570211023,0.0008169165581605304,0.1015111585749829,0.010639028874369513,0.2224712729936921,0.0008580451879509559,1.381802331212638e-05,0.0007682526568167189,0.07044067346765202,8.93788555442032e-05
1,60085.0,False,15,7fe6f_00000,2026-03-22_19-20-28,1774221628,6.454244613647461,76.35129857063293,8008,David_Laptop,127.0.0.1,76.35129857063293,15,4.967798826880788,2.3790498670396752e-05,4.967361219128715,0.4467407584808598,4.513574432550528,0.006223141810548904,48,0.0005547251785174012,200.81971657245123,0.40410542937339783,0.0002511566805460441,251,-147.78497666865587,-66.41305094957352,4006.0,-94.28904663089662,14.0,60085.0,659.0,89.44,0.0003832034576965282,46.0,200.81971657245123,0.2501162860170007,805.0420142905234,4,0,4,45.86,92.05000000000001,0.00032359406128334593,0.0013654826778923992,4006.0,-94.28904663089662,60085.0,-94.28904663089662,4006.0,60085.0,4067.6370711726872,19391958,610560,1293624,0,4005.0954941967325,40704,136965,273214.7354062711,8603.856655976737,610560,15.0,128.0,0.0001,-0.010470033,1.0,2990.592,0.114770785,1.359939,0.01,0.008981428,40704,4.952761,0.02500000037252903,9.70273,136965,8603.852764154415,0.4063981812815873,7.744383140757877e-06,5.705573433995086e-05,0.00010015870329405641,3.295578646402145e-05,3.007865370784941e-06,3.7745914275532736e-06,7.803956308962545e-05,0.00011958753320181109,0.0001319826067808307,0.0001689802328470961,0.0006980581941586888,0.10168699398544506,0.01066086658412837,0.22112194226340426,0.000853611733888307,1.3774842638228767e-05,0.0007711051301406674,0.07011064773501423,8.902906647443269e-05
1,64089.0,False,16,7fe6f_00000,2026-03-22_19-20-35,1774221635,6.302357196807861,82.6536557674408,8008,David_Laptop,127.0.0.1,82.6536557674408,16,4.980983248612505,2.3896596303078502e-05,4.980529713938188,0.44928176789331997,4.524209767223246,0.006214427391330477,52,0.0005547251785174012,212.22852584654424,0.4066266630792137,0.00023751578233885542,209,-170.34898395836353,-66.59363887831569,4004.0,-89.5832306901738,15.0,64089.0,695.0,104.17,0.0003498529654221438,36.0,212.22852584654424,0.2655423289956525,796.0968778443912,4,0,4,44.58888888888888,91.11111111111111,0.00029493435053183376,0.0012232635060221903,4004.0,-89.5832306901738,64089.0,-89.5832306901738,4004.0,64089.0,4067.5107004609604,20677393,651136,1285435,0,4005.084539254765,40576,136965,269699.33294623054,8493.899888696285,651136,16.0,128.0,0.0001,-0.0183388,1.0,2007.3861,0.1314121,1.3440427,0.01,0.007223548,40576,4.820082,0.02500000037252903,9.403857,136965,8493.896029687809,0.40643741547146667,4.172683435871371e-06,5.7232179256443257e-05,9.561533984478355e-05,2.5925304107360347e-05,2.676521611871267e-06,3.6307734740603767e-06,7.027354557553132e-05,0.00010009929464262188,0.00012226418410475094,0.00014429381439060355,0.0006148382251251705,0.10172790404876575,0.010647350920502114,0.22138064183872852,0.0008487876168747461,1.3738096145063529e-05,0.0007697750820253674,0.06987702525966567,8.872377677170734e-05
1,68094.0,False,17,7fe6f_00000,2026-03-22_19-20-41,1774221641,6.6467061042785645,89.30036187171936,8008,David_Laptop,127.0.0.1,89.30036187171936,17,4.997461952126446,2.3881632045694232e-05,4.997002119794383,0.45235702321235166,4.537588693551472,0.006200696119349377,48,0.0005547251785174012,207.68370895159177,0.40972668269783385,0.0002254569594792099,214,-105.73652683198452,-67.54740605317056,4005.0,-75.26632488910109,16.0,68094.0,738.0,93.98,0.00038778366304774274,43.0,207.68370895159177,0.25517524499911814,787.6577056351273,4,0,4,38.82222222222222,74.03333333333333,0.0003244809365716736,0.0013390350615709074,4005.0,-75.26632488910109,68094.0,-75.26632488910109,4005.0,68094.0,4067.4655934563507,21969427,691840,1292034,0,4005.0836938622174,40704,136965,265900.0350382848,8374.350186331474,691840,17.0,128.0,0.0001,-0.0018576384,1.0,1753.958,0.0703268,1.3502426,0.01,0.008780034,40704,4.5356116,0.02500000037252903,8.957137,136965,8374.34454384481,0.4049054613168134,3.7842712930476743e-06,5.829880157592667e-05,0.00010454742551350735,3.496055862849921e-05,7.348636456912789e-06,4.349457113795595e-06,7.510754995794558e-05,0.00010838835411430454,0.00011932162187319289,0.00016886305762809885,0.0006834167775194317,0.10184613900964011,0.010631847407823929,0.22007068442138378,0.000845617741618665,1.3708711349365303e-05,0.0007693273282025297,0.06956187100841424,8.847553804888543e-05
1,72099.0,False,18,7fe6f_00000,2026-03-22_19-20-48,1774221648,6.614248275756836,95.9146101474762,8008,David_Laptop,127.0.0.1,95.9146101474762,18,5.01350035760401,2.3835818358987727e-05,5.013038954598352,0.4550652969779525,4.5509238576162385,0.006182020160972441,48,0.0005547251785174012,241.62502959216107,0.4125314498706506,0.00022585060052841355,275,-166.4028350301087,-67.91603508219123,4005.0,-85.92399024568498,17.0,72099.0,773.0,109.96,0.00034131204220055693,35.0,241.62502959216107,0.30372340101283046,778.432586356891,4,0,4,44.42999999999999,74.78,0.0003111643084209999,0.0012858412653133308,4005.0,-85.92399024568498,72099.0,-85.92399024568498,4005.0,72099.0,4067.3509375217873,23255179,732416,1285752,0,4005.0828569235955,40576,136965,262274.2095255469,8260.76899601017,732416,18.0,128.0,0.0001,-0.03940451,1.0,1715.0365,0.20092046,1.3529706,0.01,0.004721596,40576,4.794816,0.012500000186264515,9.214614,136965,8260.764080800125,0.40378629370225394,3.6598520973424483e-06,5.93041049989472e-05,0.00010627856916901644,2.592302641738919e-05,4.154568474478557e-06,5.8004381887459095e-06,7.580778628678201e-05,0.00010942208842522669,0.00012014547243344528,0.0001476008326822264,0.0006650358043203319,0.10208681161691699,0.010638317932267554,0.21892969257994513,0.0008439715625061302,1.38686276615294e-05,0.000768238053983877,0.06934366030139211,8.855778421084557e-05
1,76106.0,False,19,7fe6f_00000,2026-03-22_19-20-54,1774221654,6.271489858627319,102.18610000610352,8008,David_Laptop,127.0.0.1,102.18610000610352,19,5.026073417027852,2.379646052652881e-05,5.0256098650531404,0.45786269600600593,4.560721888043318,0.006159459960284503,50,0.0005547251785174012,222.70475767008014,0.4152258151206767,0.00023239795824766635,182,-136.6282705180347,-66.71306806057692,4007.0,-85.23498312491924,18.0,76106.0,814.0,92.93,0.00039849228622548485,41.0,222.70475767008014,0.24655272011645138,769.6497053968857,4,0,4,23.3,72.6,0.0002995502658074501,0.001255525274144785,4007.0,-85.23498312491924,76106.0,-85.23498312491924,4007.0,76106.0,4067.3074281465697,24547213,773120,1292034,0,4005.10202835436,40704,136965,259403.11405242485,8170.418624148859,773120,19.0,128.0,0.0001,-0.042268634,1.0,1852.1667,0.036388725,1.3487889,0.01,0.004531969,40704,4.5557203,0.0062500000931322575,9.065526,136965,8170.415883564954,0.4023237757673462,3.48425665928556e-06,5.907878487527811e-05,9.437556385919275e-05,2.6494495519333676e-05,2.8054148357092647e-06,4.093239961077126e-06,7.183902956098941e-05,0.0001039453961926235,0.00012748346256815908,0.00014209105140343642,0.0006360396700538252,0.1022189945017676,0.01062498575251179,0.21772774565421424,0.0008391358463840258,1.393294176650304e-05,0.0007665726738584693,0.06897782669580041,8.820320459126699e-05
1,80113.0,False,20,7fe6f_00000,2026-03-22_19-21-01,1774221661,6.326836585998535,108.51293659210205,8008,David_Laptop,127.0.0.1,108.51293659210205,20,5.03898045685964,2.3885492590436766e-05,5.038510459402955,0.4605405060458331,4.570963992160849,0.006135659362082129,62,0.0005547251785174012,217.25011115665382,0.4179367809706056,0.0002276655559735938,211,-133.45321480929852,-67.65326742827892,4007.0,-78.31975904263555,19.0,80113.0,851.0,110.91,0.000397941066657467,37.0,217.25011115665382,0.29572742802556606,762.9624125573018,4,0,4,29.644444444444446,71.26666666666667,0.00029764525405543313,0.0013253459416440235,4007.0,-78.31975904263555,80113.0,-78.31975904263555,4007.0,80113.0,4067.234353865104,25838293,813824,1291080,0,4005.1210080708165,40704,136965,256590.08910260643,8082.122333553328,813824,20.0,128.0,0.0001,0.0037455559,1.0,1479.8782,0.028487679,1.3532816,0.01,0.0057030763,40704,4.5350714,0.0062500000931322575,9.040161,136965,8082.1194075316425,0.40269492700946263,6.352547083368283e-06,6.052032208163161e-05,9.418102674902942e-05,2.4683577213412352e-05,3.114036271356422e-06,6.094542506043759e-06,7.863148822007603e-05,0.00011950865639740866,0.00013573616771453786,0.0001586315200126703,0.0006674904398918005,0.10227417855778352,0.010620373893582507,0.21838873219361754,0.0008351114874122347,1.3882614190681138e-05,0.0007667009436029722,0.06864766542556285,8.787617560724492e-05
1,84115.0,False,21,7fe6f_00000,2026-03-22_19-21-08,1774221668,7.023886680603027,115.53682327270508,8008,David_Laptop,127.0.0.1,115.53682327270508,21,5.058691340294048,2.392963399866793e-05,5.058193737806922,0.46369782398236964,4.587504318237585,0.006119674769356749,53,0.0005547251785174012,202.3480285727605,0.42100789616201617,0.0002583032654531626,174,-122.87899507768452,-65.24582173861563,4002.0,-87.60135962095111,20.0,84115.0,893.0,88.47,0.0004538074909445783,42.0,202.3480285727605,0.2376838700613007,755.5853784503036,4,0,4,24.86,70.01,0.00033641858376567605,0.0014072225373885179,4002.0,-87.60135962095111,84115.0,-87.60135962095111,4002.0,84115.0,4067.1620103264527,27129373,854528,1291080,0,4005.0897979901083,40704,136965,252799.99830576993,7963.002812965321,854528,21.0,128.0,0.0001,-0.03168249,1.0,2069.9026,-0.08430035,1.346056,0.01,0.008128226,40704,4.3890843,0.0062500000931322575,8.973589,136965,7963.000196866654,0.40156200974086337,5.349577306978761e-06,6.098349035143007e-05,0.00010444932307057809,3.2922084499683124e-05,5.921093801371827e-06,3.5196915285722183e-06,8.762351392289558e-05,0.00013829690114103985,0.0001369306117437283,0.00015546259136003254,0.0006944544660040898,0.10262352877520844,0.01062497615785961,0.21708620986915772,0.0008332653720118033,1.3978784017414178e-05,0.0007654919344469055,0.06847153177253132,8.778041399255469e-05
1,88122.0,False,22,7fe6f_00000,2026-03-22_19-21-14,1774221674,6.56710147857666,122.10392475128174,8008,David_Laptop,127.0.0.1,122.10392475128174,22,5.073546475891519,2.3849337705232476e-05,5.073048567428627,0.46803006074352554,4.598038259055072,0.006107023024600498,59,0.0005547251785174012,241.92804928273057,0.42533328970076684,0.00028173585503432896,218,-99.94742819666862,-67.28247748315334,4007.0,-74.60196703890338,21.0,88122.0,930.0,97.03,0.0004490378055878935,37.0,241.92804928273057,0.31625059600453825,745.7251135084447,4,0,4,28.966666666666665,70.54444444444445,0.0003565730717578035,0.0015491708796919784,4007.0,-74.60196703890338,88122.0,-74.60196703890338,4007.0,88122.0,4067.090390223188,28420453,895232,1291080,0,4005.1089000102074,40704,136965,249949.51528489738,7873.487711115154,895232,22.0,128.0,0.0001,-0.012417197,1.0,1269.4199,-0.08431071,1.3397093,0.01,0.0073559955,40704,4.2366867,0.0062500000931322575,8.668697,136965,7873.4853943173475,0.40037918464781513,4.540120897621643e-06,6.539666090429293e-05,0.0001062548002466764,2.9672126446172905e-05,3.964175015398567e-06,4.16901862169924e-06,9.145716757306513e-05,0.0001386874058566073,0.0001642031329012541,0.00017846110163433597,0.0007494243931297032,0.10290598949201844,0.010631600396614264,0.21586266877190644,0.0008300687201468202,1.3957995919211529e-05,0.0007677250158887409,0.06822963245523778,8.751561102785393e-05
1,92126.0,False,23,7fe6f_00000,2026-03-22_19-21-22,1774221682,7.164912462234497,129.26883721351624,8008,David_Laptop,127.0.0.1,129.26883721351624,23,5.0942858571333876,2.3792843385711507e-05,5.093787383754818,0.4702896961369441,4.61651224146465,0.006098185792777771,67,0.0005547251785174012,252.35617246126895,0.4275794340549592,0.00021062084868223428,224,-115.87813707068563,-67.17582186311483,4004.0,-77.21540967773646,22.0,92126.0,967.0,106.76,0.0003602050886915024,37.0,252.35617246126895,0.26568281401414423,739.776638740913,4,0,4,31.119999999999997,71.09,0.00030872453267601383,0.0012339096445150568,4004.0,-77.21540967773646,92126.0,-77.21540967773646,4004.0,92126.0,4066.979486320956,29706205,935808,1285752,0,4005.0978110101055,40576,136965,246391.2567482511,7761.912092554823,935808,23.0,128.0,0.0001,0.0013431311,1.0,999.8681,-0.042946626,1.331173,0.01,0.012338588,40576,4.204139,0.0062500000931322575,8.52064,136965,7761.907965651626,0.4013443298034594,4.503504537116315e-06,6.221100096373005e-05,9.92177955939742e-05,2.559479752598042e-05,2.846306472325502e-06,2.6699407977919895e-06,6.679186168280469e-05,0.00011849898079146606,0.00012290243525383147,0.000146215220646287,0.0006301499766485047,0.10335332859690104,0.010650707391910931,0.21650830408432345,0.0008280660320069961,1.3925415610616985e-05,0.0007657717674056976,0.06809246113365817,8.739645601751951e-05
1,96135.0,False,24,7fe6f_00000,2026-03-22_19-21-27,1774221687,5.891645193099976,135.1604824066162,8008,David_Laptop,127.0.0.1,135.1604824066162,24,5.10211397056342,2.389891291462724e-05,5.101612311914633,0.4730186511735462,4.621624374051481,0.006083762934306458,47,0.0005547251785174012,273.55111635346094,0.43028231446308923,0.00024340723958246716,197,-116.38681627064943,-64.81650297343731,4009.0,-74.85105734866113,23.0,96135.0,1001.0,104.54,0.00035525008346610733,34.0,273.55111635346094,0.28058427896350624,730.476093578448,4,0,4,27.12222222222222,71.45555555555555,0.0003050828008481002,0.0013478248685745427,4009.0,-74.85105734866113,96135.0,-74.85105734866113,4009.0,96135.0,4066.8996914577465,30996967,976512,1290762,0,4005.1368329000047,40704,136965,244968.7720466251,7717.463480454503,976512,24.0,128.0,0.0001,-0.016317368,1.0,1031.9379,-0.103900105,1.3169595,0.01,0.00638553,40704,4.0977025,0.0062500000931322575,8.429463,136965,7717.462101459815,0.40020370350486767,5.412519232340084e-06,6.120358851657872e-05,9.096149793461834e-05,2.6908599988310968e-05,3.863621443639972e-06,3.697021618188484e-06,8.93011103965439e-05,0.0001239692602368951,0.00014182828688376125,0.00015723570828447782,0.0006278844999299952,0.1035809703110408,0.010646302315464169,0.21529831204587746,0.0008237763729725388,1.387515863974107e-05,0.000767772051094918,0.0679472795213761,8.699149153608205e-05
1,100139.0,False,25,7fe6f_00000,2026-03-22_19-21-32,1774221692,4.354674339294434,139.51515674591064,8008,David_Laptop,127.0.0.1,139.51515674591064,25,5.094483773860673,2.3812921458038797e-05,5.093981935791405,0.4725769846598918,4.614461777307583,0.006059744304760499,59,0.0005547251785174012,258.06973715569814,0.4299776935669348,0.00013960684060945332,221,-129.95488373935223,-66.76550610363483,4004.0,-78.16759031027556,24.0,100139.0,1037.0,114.06,0.0002281637022235217,36.0,258.06973715569814,0.20101674299221486,729.7280078057179,4,0,4,28.333333333333332,72.11666666666666,0.0001990595372145914,0.0007856365261233477,4004.0,-78.16759031027556,100139.0,-78.16759031027556,4004.0,100139.0,4066.790694543169,32282719,1017088,1285752,0,4005.1254645710046,40576,136965,247418.13656618947,7795.428073346257,1017088,25.0,128.0,0.0001,-0.00816381,1.0,1251.5791,0.03448666,1.3266879,0.01,0.0074622035,40576,4.203837,0.0062500000931322575,8.36514,136965,7795.427537404913,0.3982790564719057,2.8473066464158657e-06,4.498168753466719e-05,5.397550344286044e-05,1.6084991408303147e-05,2.0846477315301934e-06,2.1167881822505895e-06,5.006869305893389e-05,6.975916456391167e-05,8.980532604051625e-05,8.984228255651692e-05,0.00038049864776051244,0.10349133760997291,0.010613827292240504,0.21385960892537517,0.0008187676070544885,1.3828407753877048e-05,0.000765791328561762,0.06759841472900381,8.655757528402747e-05
1,104142.0,False,26,7fe6f_00000,2026-03-22_19-21-36,1774221696,4.5069708824157715,144.02212762832642,8008,David_Laptop,127.0.0.1,144.02212762832642,26,5.088520093124105,2.3719794511713166e-05,5.088018221434314,0.4715305808132895,4.609555361535475,0.006050805862750371,66,0.0005547251785174012,293.3881793496922,0.4290961398814571,0.00011535309144467065,270,-138.8227673470974,-68.9191033244133,4003.0,-79.26213644828647,25.0,104142.0,1066.0,126.68,0.00018040815388217264,29.0,293.3881793496922,0.1713546170061454,739.6518929828583,4,0,4,27.51428571428571,72.37142857142858,0.00016264911823324942,0.0006344560211710313,4003.0,-79.26213644828647,104142.0,-79.26213644828647,4003.0,104142.0,4066.5927875977372,33565618,1057664,1282899,0,4005.1042099252945,40576,136965,249205.21478620966,7853.450474049493,1057664,26.0,128.0,0.0001,-0.08707535,1.0,1175.0259,0.03104517,1.326072,0.01,0.007051941,40576,4.4150558,0.0062500000931322575,8.794456,136965,7853.449806765825,0.39762841090706325,2.3937792084902743e-06,3.2315447647233834e-05,4.720822662547625e-05,1.4117806220120982e-05,2.4946040430718455e-06,1.9037390321354548e-06,4.057551331282961e-05,5.720741856260681e-05,6.934633929794922e-05,7.501841410014457e-05,0.0003032143936839555,0.10335270623434036,0.010572887019838566,0.21377735883629362,0.0008139939313684531,1.378412672040709e-05,0.00076712041269425,0.06721967758082108,8.615200303385414e-05
1,108150.0,False,27,7fe6f_00000,2026-03-22_19-21-41,1774221701,4.5701117515563965,148.5922393798828,8008,David_Laptop,127.0.0.1,148.5922393798828,27,5.083273895191223,2.364359430006981e-05,5.0827716092223625,0.4703985330044278,4.605455050921849,0.006038448806388381,62,0.0005547251785174012,308.7155465642335,0.42816999323302707,0.00011338546137809792,217,-95.02787499129772,-69.53776015341282,4008.0,-80.2101671269536,26.0,108150.0,1094.0,132.62,0.00017246257392362354,28.0,308.7155465642335,0.17338957799598576,747.0461618085571,4,0,4,34.516666666666666,73.61666666666667,0.00015590143547154276,0.0006142465113623545,4008.0,-80.2101671269536,108150.0,-80.2101671269536,4008.0,108150.0,4066.4468597217597,34850102,1098240,1284484,0,4005.1331678260417,40576,136965,250732.47978481973,7902.634819866349,1098240,27.0,128.0,0.0001,-0.0684582,1.0,996.5266,-0.00013394772,1.3377088,0.01,0.004173728,40576,4.539789,0.0031250000465661287,9.106546,136965,7902.634407273337,0.39575429079547136,2.2739885197122676e-06,3.119510109685281e-05,4.633811086237648e-05,1.32297479626325e-05,1.7929460872833855e-06,1.8156395215664672e-06,3.991212452506593e-05,5.480328825406681e-05,6.703908520034948e-05,7.257073080835223e-05,0.0002941470548093741,0.10326522717189307,0.010535153149339475,0.21239437724902907,0.0008090199905508837,1.3955284313621816e-05,0.0007641432093851429,0.06686457880509972,8.602647929455698e-05
